event_id,title,category,location,is_free
79a1d9dc97fd24d67f9a34aa,Event Title 66,sports,Addis Ababa,False
2db2ec635763ab414b6f9b16,Event Title 67,education,Mekelle,True
0d4243a4a4612d90b1f191a4,Event Title 68,education,Addis Ababa,False
80fc1c1edc510b03871c869c,Event Title 69,art,Bahir Dar,False
065d7866f7da93194b2a3a7b,Event Title 70,sports,Hawassa,True
bb13a6662425c78a9e6c47bf,Event Title 71,sports,Bahir Dar,False
e56e82620306c73919199dea,Event Title 72,music,Addis Ababa,False
c6d1e55d55f964fdedd69dd2,Event Title 73,music,Mekelle,False
9a65558e9bb074c0b318131a,Event Title 74,music,Mekelle,True
d708b622daa34307311f9ef2,Event Title 75,education,Mekelle,True
4f5de1c6bac9552731ec8c41,Event Title 76,tech,Hawassa,False
2de57776fb20432b93c3d9e3,Event Title 77,education,Addis Ababa,False
8ca3dd0ebdfea6cc111bc9d2,Event Title 78,art,Hawassa,False
3c026dacade1f3510914900d,Event Title 79,music,Addis Ababa,False
1e2b633bb4590bb25423e165,Event Title 80,sports,Addis Ababa,False
b0874bc37fb5aa3ace054c6b,Event Title 81,education,Addis Ababa,True
3aca89ae85db34a39ae757cf,Event Title 82,tech,Hawassa,False
b8e7f2e7391122e83bbfff3d,Event Title 83,art,Mekelle,False
544f9f78d3807a2afe9204d3,Event Title 84,music,Hawassa,True
9028fdd46beaa3fb9ca4d89c,Event Title 85,sports,Bahir Dar,False
8f7ff955514b2f17f27fb9a3,Event Title 86,sports,Mekelle,True
e262f7360056c49d759ea342,Event Title 87,music,Mekelle,True
2471550b0b7cb4753ff3c420,Event Title 88,music,Mekelle,True
507cb131a7e9a6d1e5a1dedd,Event Title 89,tech,Addis Ababa,False
3d1f0c4d3333d38c478b672a,Event Title 90,music,Hawassa,False
7a3df6ca4e33bd57ec7bc770,Event Title 91,art,Mekelle,False
daa703797d033c633976538d,Event Title 92,education,Hawassa,True
81f7b7a826482ccee9a55f4e,Event Title 93,music,Bahir Dar,True
6f1b691452b2783e2d0527bf,Event Title 94,tech,Addis Ababa,True
3c2c4b8d24fc038d1ddc55c9,Event Title 95,music,Mekelle,False
e64751fb683c4727d14018e5,Event Title 96,art,Mekelle,True
18d7f6c50c4aa2e9493f36f9,Event Title 97,tech,Mekelle,False
a6a1bd9cc872095d9f362ec5,Event Title 98,music,Addis Ababa,False
a59a1d8a721311f3a5e35a19,Event Title 99,sports,Hawassa,False
17676ab05019959df294f5f4,Event Title 100,art,Mekelle,False
385ba227cf83efa6826a670e,Event Title 101,sports,Hawassa,True
b9c1734fca3dca4ff6a10586,Event Title 102,education,Addis Ababa,True
56f3239173f73e3917c856c2,Event Title 103,tech,Bahir Dar,False
52a1c6142776113d246fcfac,Event Title 104,tech,Bahir Dar,False
84890960704379ab9a7f2fa3,Event Title 105,art,Bahir Dar,True
4b31ef7aef2672db9ce97eb3,Event Title 106,education,Addis Ababa,False
1b385dd37fc744904283ef33,Event Title 107,music,Hawassa,False
33fa4014eeca59b7970d07d3,Event Title 108,art,Mekelle,False
b3703d29055097ba64c55d50,Event Title 109,tech,Hawassa,False
dcf2c55d7a1920d242a34734,Event Title 110,tech,Addis Ababa,False
b54608abad52b1b9ce7e7146,Event Title 111,sports,Hawassa,False
325c46526f1a6c5927558c26,Event Title 112,tech,Mekelle,True
728ed036533273143de1b319,Event Title 113,education,Hawassa,False
e921d35fb9f1befbcfa78a24,Event Title 114,education,Hawassa,True
9d9f43aa52de04969474e4e5,Event Title 115,sports,Addis Ababa,False
1d2ad15608174475a725ccb7,Event Title 116,sports,Addis Ababa,True
01763a06d757eb4059ced99f,Event Title 117,tech,Mekelle,True
de1895f8c99658a7b56269d0,Event Title 118,education,Hawassa,True
9ae2e9505ae3abedd2445add,Event Title 119,education,Bahir Dar,True
38802d3de531e145dcb70106,Event Title 120,tech,Addis Ababa,True
110ce6858563d4445dda6cf0,Event Title 121,music,Addis Ababa,False
7ffb36c3264836da523f0a4f,Event Title 122,education,Hawassa,False
9ea789f90df8d57c5f4ccac4,Event Title 123,art,Addis Ababa,True
a1e3a4fc7fe0670955c8b6aa,Event Title 124,tech,Addis Ababa,True
394bcd96913dcb3207cda9e2,Event Title 125,art,Bahir Dar,True
32dd909ca3f967e2e23f1020,Event Title 126,art,Addis Ababa,False
b1596fc44c30b90cbc6a96c0,Event Title 127,sports,Mekelle,True
9e4e48d3180e0756b71ad312,Event Title 128,sports,Mekelle,False
0a7749c9f3df9e7a40500695,Event Title 129,tech,Bahir Dar,False
b32adf071c1298f461a46984,Event Title 130,tech,Bahir Dar,True
f82c5af50ccc1bf024251cbf,Event Title 131,tech,Bahir Dar,True
bc4579d1d98445eaf8334403,Event Title 132,sports,Bahir Dar,False
c6637ff0ca4d3fbdd93308f7,Event Title 133,education,Addis Ababa,True
c8eb079a368d6d98886f9d59,Event Title 134,music,Mekelle,False
3b40744765a505dc5ffd6f04,Event Title 135,education,Mekelle,True
fcc4c3f22f8d41f7ddb4a51e,Event Title 136,tech,Bahir Dar,False
220735285179889f78cc96a5,Event Title 137,art,Hawassa,False
34308ed8f06263c4485277ec,Event Title 138,education,Mekelle,False
5bf682ba37b558aecdb51523,Event Title 139,education,Hawassa,True
f847c45395d663111839d637,Event Title 140,sports,Hawassa,True
98cf1c04975beb1cb4e99629,Event Title 141,sports,Hawassa,False
a29b2e680301e87e43b9b115,Event Title 142,sports,Hawassa,False
dbd8c81e9512b783efb207f4,Event Title 143,education,Hawassa,True
8ecb9fa2f6b59424a375f2e4,Event Title 144,sports,Hawassa,True
c61367f390a50afb9efe94ac,Event Title 145,sports,Bahir Dar,True
663e3a6e8bdc50e79cd0dd8e,Event Title 146,tech,Hawassa,True
0b584dab3282cddb424417dd,Event Title 147,sports,Hawassa,False
02e4a5915b0a81ac8249ba9e,Event Title 148,art,Bahir Dar,True
4c3c339aca0710c2ea00a404,Event Title 149,education,Addis Ababa,True
684e37af081c496cfb52be7a,Event Title 150,art,Mekelle,False
a62ab64cd2e79ce9e2f5cf43,Event Title 151,tech,Bahir Dar,False
c152a6787679f023e35853aa,Event Title 152,art,Addis Ababa,False
6ca92eb836ab76c06629f947,Event Title 153,sports,Bahir Dar,False
36e2829c7c214b169b66171b,Event Title 154,tech,Addis Ababa,True
2a630e2bcbca54e68928fce5,Event Title 155,art,Addis Ababa,True
452804744ae4cd638481050b,Event Title 156,tech,Hawassa,False
047ad158071fb4dc3d214faa,Event Title 157,tech,Addis Ababa,False
296f0b090318b5204d3e7a85,Event Title 158,music,Mekelle,False
0a54876e46d85bcf109bb1cd,Event Title 159,tech,Addis Ababa,True
e5fbe4ee6caca8ea1e43d491,Event Title 160,sports,Addis Ababa,True
56306d4f6d64f5bd5f1693cf,Event Title 161,art,Bahir Dar,True
6e05c93b43b3560252b653bc,Event Title 162,art,Bahir Dar,True
dd4d46810985356f11ab8a23,Event Title 163,education,Hawassa,False
e10babe58666654db6cd4569,Event Title 164,art,Hawassa,False
69bd4ffdc495fbbd73592873,Event Title 165,music,Hawassa,True
d804ccdbf3daa7b9019434f2,Event Title 166,education,Bahir Dar,False
6e69149823f69b42c207b8df,Event Title 167,tech,Mekelle,True
e4bda80a949accef02ea3a57,Event Title 168,tech,Addis Ababa,True
9d968350541396f00b2730a0,Event Title 169,art,Mekelle,False
ddfa204c70c4b3376a19eaad,Event Title 170,tech,Addis Ababa,True
22c4ea99bed69154c383ada6,Event Title 171,music,Bahir Dar,True
ac04481532bb488ea88ca190,Event Title 172,sports,Hawassa,True
16db646048eff66c3465fbbf,Event Title 173,sports,Addis Ababa,True
ee2633a8d2afed8a7c4cee2b,Event Title 174,art,Mekelle,False
af01bc7090ba307579a7d4ba,Event Title 175,tech,Bahir Dar,True
7805d2108cb3a99e64e01dd5,Event Title 176,education,Bahir Dar,True
c93698e4e53c09c97ecdabc5,Event Title 177,sports,Addis Ababa,False
1a40ec5db00f7a81b3da33f8,Event Title 178,sports,Mekelle,True
f4cdd59662a1b8b0641ce71f,Event Title 179,tech,Mekelle,False
ee1220be40e45fa9bf9d2cc6,Event Title 180,music,Hawassa,False
664531ae9c246897b1c326dc,Event Title 181,tech,Hawassa,False
fa7cc4bd055a59e488e37049,Event Title 182,tech,Bahir Dar,False
074cbbbdb5269ed7b10d2a7e,Event Title 183,education,Bahir Dar,True
ddad55aae6d9821acfe18747,Event Title 184,tech,Bahir Dar,True
c9902e0f61f39d1a1565f777,Event Title 185,sports,Bahir Dar,False
e89060cef6326474bd3d8b21,Event Title 186,music,Mekelle,False
51d77fda27e3f126390ad617,Event Title 187,art,Addis Ababa,True
95defecaabb11261bcb8592f,Event Title 188,tech,Addis Ababa,True
3d6650486cd30a4e392e6997,Event Title 189,education,Mekelle,True
2e0330c7e041f22b6dd08e13,Event Title 190,sports,Bahir Dar,False
da65a1a3da33851d5f89867d,Event Title 191,tech,Mekelle,False
d1e62597521dd2d7c56fa9b5,Event Title 192,art,Mekelle,False
03a0244ce8e4e7cd0dc64d47,Event Title 193,sports,Bahir Dar,False
1f067ef1b2db1abd61a5f55c,Event Title 194,art,Mekelle,True
0fb85d3f3476255029e7c502,Event Title 195,education,Bahir Dar,True
ee9e1f84e86f51585ddd15ab,Event Title 196,music,Mekelle,False
523ff20e5898e4ca53881e7e,Event Title 197,art,Bahir Dar,True
dda935ca4dd761ce15f8495e,Event Title 198,tech,Addis Ababa,False
5cdb1c0856dd8cdefdc25a4e,Event Title 199,music,Mekelle,True
ff2ca441363ab383052cd496,Event Title 200,art,Mekelle,False
20ad7ffc31b39985b1da4be5,Event Title 201,education,Mekelle,False
edb010415aff94ba089f880b,Event Title 202,education,Bahir Dar,False
3ef1e75a45590f5e63c39d0e,Event Title 203,education,Bahir Dar,False
351f68d81ef1bdf02f391c04,Event Title 204,sports,Addis Ababa,False
f5939ca26446e61a01db1836,Event Title 205,education,Hawassa,False
7e9975d743eb1099640bfaec,Event Title 206,sports,Addis Ababa,False
1b84d02196ed2d877d1ffe98,Event Title 207,music,Hawassa,False
b977020ca9aed17e321de06b,Event Title 208,art,Bahir Dar,False
a9ca56c181fbbaffb2190b91,Event Title 209,education,Mekelle,True
6431d603fa94d3e48270ae7d,Event Title 210,tech,Hawassa,False
52ed8ef3ba27072f0756dd56,Event Title 211,music,Hawassa,False
6ea93c49e99e432abcc853b6,Event Title 212,education,Addis Ababa,True
85aff5dd9763879f063a1787,Event Title 213,sports,Mekelle,False
27d4a557f9d5fac58a7d1ffc,Event Title 214,music,Mekelle,False
71daeff0dac490e859673edb,Event Title 215,education,Addis Ababa,True
e4dd5deef4baa45fd0899b10,Event Title 216,sports,Addis Ababa,True
072816a3fe8f53b9c6050a80,Event Title 217,tech,Mekelle,False
6249f5880734c2ff010261a5,Event Title 218,sports,Mekelle,True
4b64c2a4894992bd0dd91dc1,Event Title 219,music,Bahir Dar,False
ad73ed6c0d1c842b5774fc9a,Event Title 220,sports,Mekelle,True
cab02e830e1b3ca8e4347f97,Event Title 221,art,Mekelle,True
19bf3f3e60b3e65bf2fd13e1,Event Title 222,tech,Hawassa,True
7b6f29260bc146cd7c2421da,Event Title 223,tech,Mekelle,True
791ca5de6014e75dc1838112,Event Title 224,music,Hawassa,True
03426f72f01b7555a07a1c8e,Event Title 225,sports,Bahir Dar,False
bbb63edd0e8a062915acc84d,Event Title 226,music,Mekelle,True
af9dbe85373240da729a60a1,Event Title 227,sports,Hawassa,False
f4b7f7ef8cd511301c175176,Event Title 228,music,Addis Ababa,True
188451a3689425379cf73e90,Event Title 229,education,Addis Ababa,False
8b7412c91ef23c12fb4da1be,Event Title 230,sports,Mekelle,False
11735ee52306a575d37d9fbf,Event Title 231,music,Addis Ababa,False
0681a1ab238fda5ea29ab58f,Event Title 232,education,Addis Ababa,False
831e4c9647380d3a7fc645ed,Event Title 233,music,Bahir Dar,False
5ed82ebe28582d183c691c1a,Event Title 234,education,Mekelle,False
7c7f5cae9da587bed293b44b,Event Title 235,tech,Mekelle,True
7c8c66f0ce6599323c9bd2d4,Event Title 236,sports,Hawassa,True
3c53422bd43236c971e23c9b,Event Title 237,education,Mekelle,True
b700c1bf12e1a9f655c24d29,Event Title 238,tech,Mekelle,True
ea6dc26096f64dff7b3521bd,Event Title 239,tech,Bahir Dar,True
ffff5fa490b2c5661547ed09,Event Title 240,education,Mekelle,True
b12e5e409c39291903adfdb5,Event Title 241,tech,Bahir Dar,True
5545739861196b2bbbd0bd12,Event Title 242,education,Bahir Dar,True
15325df9b96d38a22b54e9c9,Event Title 243,education,Mekelle,True
d919f30f6a6c6d44561289e2,Event Title 244,sports,Hawassa,True
0d26bcb3700d5807d8498312,Event Title 245,sports,Mekelle,True
7224d9a2277b51ea53bd6fd7,Event Title 246,tech,Mekelle,True
8ef0973a78e5e9ef72d9cd56,Event Title 247,music,Mekelle,True
72389135e7dac732756c2672,Event Title 248,sports,Hawassa,True
81b406b84ae39759db6f9910,Event Title 249,sports,Hawassa,True
7406aff319e520d2363d19b2,Event Title 250,art,Addis Ababa,True
f4479d2fd3ce2d0bf320a4c2,Event Title 251,education,Hawassa,True
80144aeb5dd5fa46b364cf9e,Event Title 252,music,Bahir Dar,True
2ad10ef6d6eb76ba89fbf505,Event Title 253,art,Addis Ababa,False
243af6103bae186fe0870869,Event Title 254,tech,Hawassa,False
cc17849554b8b09abf00878f,Event Title 255,tech,Addis Ababa,True
871add792c297d94ec579d97,Event Title 256,music,Hawassa,True
3f29e7f30a27fd6bf95963ee,Event Title 257,sports,Mekelle,True
3b1779d9c5b169d799115c9c,Event Title 258,sports,Addis Ababa,True
930f3e96f293a77e08a363e4,Event Title 259,art,Hawassa,True
5d5960e40ef27899d31415ea,Event Title 260,tech,Mekelle,True
fff505d334e4ff4216ded16d,Event Title 261,tech,Hawassa,True
f1bb47d10a022af8f59d6320,Event Title 262,sports,Addis Ababa,True
668922c4c03bd3abda07c30e,Event Title 263,music,Bahir Dar,True
72739a2428e6038c838f484d,Event Title 264,art,Mekelle,True
6298a2671aa5f1b270721f79,Event Title 265,education,Addis Ababa,False
2cc4ef299c012e291369707a,Event Title 266,music,Mekelle,True
94b29c2719f4aace2bdfcb43,Event Title 267,education,Bahir Dar,False
5d52724ba6ea1bbbba24da32,Event Title 268,education,Addis Ababa,True
50c2e4880812284e078bad9a,Event Title 269,art,Bahir Dar,True
52b63227e4b55b0a21eaae08,Event Title 270,education,Hawassa,True
96da4f1bb07c08e92a258880,Event Title 271,music,Mekelle,True
c6aeef285d8d5a876df648e8,Event Title 272,sports,Mekelle,True
74c05e3b5ae895854704968f,Event Title 273,sports,Addis Ababa,True
8b307ea01c815420ad9e7e53,Event Title 274,sports,Bahir Dar,True
f89f757baefd90b0ad23bb01,Event Title 275,art,Addis Ababa,True
f5b8936daf6b412d476ef2fe,Event Title 276,tech,Hawassa,True
b49691dd3a35250cb1c751ad,Event Title 277,tech,Addis Ababa,False
c56f6468d9ccf3f9ac6b0076,Event Title 278,education,Bahir Dar,False
b2d49f17a3c2433ebe37ee57,Event Title 279,art,Bahir Dar,False
648d90ec39c2d8983e60630e,Event Title 280,music,Mekelle,False
a8c9dea0d2cb94117325e74d,Event Title 281,education,Mekelle,True
87faca7d34b90b1eb8ec955f,Event Title 282,music,Hawassa,False
bcef66aecd8fa5918caddad1,Event Title 283,education,Hawassa,False
5f8b60bc8cbb807652eb21fc,Event Title 284,sports,Mekelle,True
5ad6e84a9d46f63ebeecfc6d,Event Title 285,art,Bahir Dar,False
3e7af6bbd0dbe0fff7c64abc,Event Title 286,music,Hawassa,False
a4bc978b187dffec5d55c0d9,Event Title 287,education,Bahir Dar,True
d00f1271116dc081c4de38fe,Event Title 288,art,Hawassa,False
46d20b9bda5023421f17b27f,Event Title 289,music,Bahir Dar,True
53981ecfa50c9970e0e5d6f5,Event Title 290,art,Addis Ababa,True
fa43f436ee69073b37019472,Event Title 291,education,Bahir Dar,False
20038f6706e428476635046a,Event Title 292,sports,Addis Ababa,False
b58163447e17ca429e946d67,Event Title 293,education,Mekelle,False
8302d69494c94d214eaf82b3,Event Title 294,education,Hawassa,False
132bbc0ed55124677fc47f05,Event Title 295,art,Bahir Dar,True
dabf6a2aacec740f37a3618e,Event Title 296,tech,Mekelle,True
2826ce96844e38b73a332de6,Event Title 297,music,Mekelle,False
30dc04e631817807f6414e7e,Event Title 298,art,Addis Ababa,True
67a2717cbe0baaf53aa9af4e,Event Title 299,art,Mekelle,False
32191cff8194cc65068ad655,Event Title 300,tech,Hawassa,True
ac1f576d2507601aec3790a5,Event Title 301,tech,Hawassa,True
e71a4ada6a77c763be27f720,Event Title 302,tech,Hawassa,True
16b7dfbab11263b95bd574d4,Event Title 303,art,Addis Ababa,False
370a1729176e5c6a91e9f3f8,Event Title 304,art,Addis Ababa,True
b82b0bc78222f4e579becd5e,Event Title 305,sports,Mekelle,False
536770c2678c10122d486357,Event Title 306,art,Mekelle,True
9f647c893cbcb2673a04011a,Event Title 307,music,Addis Ababa,False
a52ddef76c0318cd65f1d08a,Event Title 308,sports,Bahir Dar,True
4fe366a557bc52854b368cd2,Event Title 309,art,Hawassa,True
1b95fd76961a9852827af0da,Event Title 310,tech,Bahir Dar,True
3cf5413231862cad7ed9f480,Event Title 311,music,Bahir Dar,False
c2b6603801fcbdbf38432988,Event Title 312,music,Mekelle,False
342e91661c0644325e9db21d,Event Title 313,tech,Mekelle,False
598ad73830de45bd45fd76f5,Event Title 314,tech,Hawassa,True
b617bc828a26d399d4a7afa9,Event Title 315,education,Hawassa,True
351e76d92d95a05507952bbb,Event Title 316,art,Hawassa,False
105ab79af9204a8dc8cd17cf,Event Title 317,education,Bahir Dar,True
41f4551ad805a1434b307e59,Event Title 318,education,Addis Ababa,False
5fd9d0030aad99e5aba97b1f,Event Title 319,sports,Addis Ababa,True
77b7f9829cf36c82240eb67f,Event Title 320,music,Addis Ababa,True
9d5289748af06a8605e14a8b,Event Title 321,art,Mekelle,False
1a31babff75492f2b4177281,Event Title 322,music,Hawassa,True
325a2e5f2f3e0c921bb84f41,Event Title 323,art,Hawassa,False
f213cfa8d25ea3d5db91deee,Event Title 324,art,Bahir Dar,True
d39056ba17e7277edc746a85,Event Title 325,art,Mekelle,True
2065bf3cb547ca6892a392de,Event Title 326,art,Mekelle,True
7f5f9c6d3b395aae9514a977,Event Title 327,tech,Bahir Dar,True
e06a2ce641fa068545db1d7c,Event Title 328,tech,Hawassa,False
5fce02a976786f8c23c6e916,Event Title 329,tech,Bahir Dar,False
f47eaf997787f56f4380501f,Event Title 330,education,Hawassa,True
c64043f4b8e512f66eb3441c,Event Title 331,art,Addis Ababa,False
f429ab45a642cfba5fcfc0fa,Event Title 332,music,Mekelle,False
24460be9aab8ad3107a756b0,Event Title 333,tech,Hawassa,False
ec2f2055e1df8342940fbed3,Event Title 334,music,Bahir Dar,True
fec459f7b99414ea952b9f12,Event Title 335,art,Bahir Dar,True
a6db913ca701b3b4720a6306,Event Title 336,education,Mekelle,True
f33834cd29027b9fe7b20592,Event Title 337,tech,Bahir Dar,False
5bfbcc8d1b3514c1b0ba2939,Event Title 338,tech,Bahir Dar,False
c92cc59fa244389426752360,Event Title 339,art,Mekelle,False
e3b3db2dcc8665f401f3bfa6,Event Title 340,music,Mekelle,True
6499b6b29cd2000622c2259a,Event Title 341,education,Hawassa,False
1a4d2d30dc5cd4cd78120f90,Event Title 342,tech,Mekelle,True
fbe6da9d08fd492af91bdbb2,Event Title 343,art,Addis Ababa,False
33ff5eeea4e769136d068a1e,Event Title 344,music,Hawassa,True
dc81d77e7ee2119caafb654b,Event Title 345,sports,Bahir Dar,True
ccd9b1571ae33f48e40d4ee0,Event Title 346,tech,Addis Ababa,False
d55184b10873542138fd3b45,Event Title 347,music,Hawassa,False
f3aaaf28ed7bebfb0c460890,Event Title 348,art,Mekelle,False
7f26a0c47fc5bb0ae5abc4ed,Event Title 349,sports,Bahir Dar,False
ad42a90a719a912ce5279433,Event Title 350,education,Bahir Dar,False
d04c9ab7010ab3d30aeb9208,Event Title 351,education,Bahir Dar,False
e53f3a268c3d0646add4cbe0,Event Title 352,art,Bahir Dar,False
a73b618efcf6ecdd6fd4282b,Event Title 353,tech,Mekelle,True
d5617a79fae8d6f76e7c7715,Event Title 354,art,Hawassa,True
5b2a5ec7a8a48770bded734a,Event Title 355,education,Hawassa,True
d7fe8d02127613d1cf897698,Event Title 356,sports,Hawassa,True
f3ea6bcdab3f93ecf2d7fc8f,Event Title 357,tech,Mekelle,True
690c7e065cb1eb9d4df7d949,Event Title 358,education,Mekelle,True
40b58596bce695cd71245838,Event Title 359,sports,Addis Ababa,True
eb9fa92ffe37bbf90d7611cf,Event Title 360,art,Addis Ababa,True
687363ddc1fc12cb73e89207,Event Title 361,art,Hawassa,True
d52bd73f2dd34c5703188d66,Event Title 362,education,Addis Ababa,False
d8a28648549fb86333005455,Event Title 363,art,Addis Ababa,True
fb930e9061445faf0ab583e1,Event Title 364,art,Bahir Dar,False
f868f80265e41a5d3cc160cc,Event Title 365,sports,Bahir Dar,True
bbd8c864cedd5ec5a7d47e92,Event Title 366,art,Addis Ababa,False
dc8d0c330601aa3652fc503b,Event Title 367,sports,Hawassa,True
efa6d474977f1747e016e29c,Event Title 368,art,Hawassa,False
616ae94b4786882217af2063,Event Title 369,music,Hawassa,False
4a6d5486cb723b620ce60726,Event Title 370,sports,Mekelle,True
e00467306e884881ff9af10e,Event Title 371,sports,Addis Ababa,False
7e9c0d8161f41d226de23347,Event Title 372,sports,Bahir Dar,True
38b903797b15aa8992b45dfb,Event Title 373,education,Hawassa,False
43d063c12f4a4a8796cdca28,Event Title 374,art,Addis Ababa,True
2945bf64739fa01846392d5c,Event Title 375,education,Addis Ababa,False
d036d04498ab815d930166da,Event Title 376,tech,Bahir Dar,False
60b7ed7c79284d2bc27d36e8,Event Title 377,tech,Addis Ababa,True
1704e46c424c00379ce3835e,Event Title 378,art,Hawassa,False
2d30e9612c7cfddca210afdd,Event Title 379,art,Mekelle,False
d8f5b98f26721014c7337056,Event Title 380,sports,Hawassa,False
fbfb0e0a1bbd6a4fcdcac3bb,Event Title 381,tech,Bahir Dar,True
faa3be48fa09c30ab4ba5ece,Event Title 382,art,Addis Ababa,False
50f359f2a2e380fe01d0b649,Event Title 383,art,Hawassa,True
df45f21e7f83a0a187cbeb08,Event Title 384,art,Mekelle,True
6f9fa1e0387736f53e113f3d,Event Title 385,sports,Bahir Dar,True
ce528c4d4071ce95684d75e5,Event Title 386,art,Addis Ababa,False
337343a02c97d6d2e8b63320,Event Title 387,sports,Hawassa,True
ef6ad5b1d5e2cb68508f01e4,Event Title 388,sports,Addis Ababa,False
93bd6dee4632f7fffa4cfec7,Event Title 389,education,Mekelle,True
a99bd6eb380c8487bb7a8bb3,Event Title 390,art,Hawassa,False
c2da779911f22e6c698c1ff1,Event Title 391,sports,Hawassa,False
b72258a86340fd9ada459623,Event Title 392,tech,Addis Ababa,True
82025e8c8177819df6747c4c,Event Title 393,education,Addis Ababa,False
f35666fb9713ba5d6ac412f8,Event Title 394,tech,Mekelle,False
555e1189aa99efc1f2ca8e48,Event Title 395,art,Bahir Dar,False
